,word,F_true,F_negative,power_n,F_positive,power_p,pred_n,pred_p
6080,разницу,0.0009936016016412368,0.0007686225068153039,0.7735721294588181,0.0010901820385968049,1.0972023764817165,0.00015095188688006816,0.0012237748094025408
6081,одинаковой,0.00023262403624975408,0.00034283881598956,1.473789301899461,0.00018315058248426322,0.7873244116855824,0.0006046276104751654,0.0010351985776301958
6082,остановится,0.0002895426834172471,0.00025436428283096387,0.8785035761529183,0.0002725455096492012,0.9412964832423273,0.00048385403514218965,0.0010718657614331762
6083,захотелось,0.00154546500678693,0.0014930077470513097,0.9660572969913563,0.001558960315193431,1.0087321992715694,0.00012190070608926484,0.0011626663715410379
6084,выдачи,0.0003514107781645221,0.0006580293403670587,1.8725360212457263,0.0003096116989614926,0.8810535083148184,0.0007133240501499296,0.00104880154782
6085,недель,0.0044074830697958724,0.0061876876627793165,1.4039050325985467,0.0037349636642326537,0.8474141828990926,0.0006481847688612485,0.0005786643892280096
6086,круасаны,0.00014724606549851454,9.953384980342065e-05,0.6759695036090779,0.00013736293686319743,0.9328801852745138,0.0005144045287713274,0.0010726423422746075
6087,шустрый,0.008164113782850412,0.003903938775623054,0.47818279845923906,0.009765850701750178,1.1961923806432468,-0.004756701277464814,0.003135653394815651
6088,состоит,0.0004875205866085272,0.0005695548072084626,1.1682682185189603,0.00037938334943168813,0.7781893931308549,0.0005133593135404418,0.000985734339157828
6089,масла,0.00019797790319128007,0.00022671599121890258,1.1451580583710732,0.00019623276694742488,0.9911851968541706,0.0005554641503164434,0.0010835401981477636
6090,стандартам,0.0002474723789891001,0.00022118633289649033,0.8937818992164475,0.00022021677179655458,0.8898640433979665,0.0005019787415082806,0.0010591541160249484
6091,дело,0.009475717391492642,0.012021477192924249,1.268661431768449,0.008145840192395327,0.8596541935398699,-0.0002096152269240037,0.0001280919224889883
6092,звонит,0.003043910261565931,0.005258705064614058,1.7276150125098404,0.001927441844239151,0.6332124401221947,0.001341280831353622,4.997734685984129e-05
6093,непосредственно,0.0007473665845470822,0.0007465038735256548,0.9988456655150695,0.0005799768445335002,0.7760272622905353,0.00038122317193285216,0.0009358858155920424
